Bacia Estudo;Data Leitura;Precipitacao;Pressao Atmosferica Estacao;Pressao Atmosferica Max;Pressao Atmosferica Min;Radiacao Global;Temperatura Bulbo;Temperatura Ponto Orvalho;Temperatura Max;Temperatura Min;Temperatura Orvalho Max;Temperatura Orvalho Min;Umidade Max Hora Ant;Umidade Min Hora Ant;Umidade Relativa Ar;Vento Direcao Horaria;Vento Rajada;Vento Velocidade Horaria;Vazao Observada
UHE IBITINGA INVERNADA RECREIO;04/07/2023;0;963.34;963.57;963.17;721.78;15.69;10.43;16.46;14.9;11.08;9.83;78.13;71.79;74.83;143.67;2.87;0.9;"126.0"
UHE IBITINGA INVERNADA RECREIO;05/07/2023;0;962.99;963.19;962.8;713.97;17.3;10.15;18.05;16.39;10.83;9.46;72.71;65.71;68.88;150.79;2.75;0.74;"124.0"
UHE IBITINGA INVERNADA RECREIO;06/07/2023;0;961.42;961.66;961.24;712.38;17.59;9.2;18.46;16.84;9.78;8.72;65.33;58.17;62;90.5;3.79;1.63;"124.0"
UHE IBITINGA INVERNADA RECREIO;07/07/2023;0;960.03;960.25;959.85;710.63;17.59;9.73;18.47;16.74;10.24;9.03;67.42;60.25;64.17;192.25;3.13;1.19;"124.0"
UHE IBITINGA INVERNADA RECREIO;08/07/2023;0;958.02;958.28;957.8;652.95;19.4;10.76;20.23;18.45;11.22;10.16;66.46;58.92;62.5;198.58;4.31;1.43;"123.0"
UHE IBITINGA INVERNADA RECREIO;09/07/2023;0;959.58;959.75;959.3;518.59;20.59;14.8;21.46;19.96;15.31;14.23;74;65.88;70.54;143.83;4.26;1.55;"124.0"
UHE IBITINGA INVERNADA RECREIO;10/07/2023;0;959.5;959.75;959.38;620.31;21.14;14.72;21.71;20.35;15.28;14.21;75.08;69.33;71.63;176.75;2.99;1.12;"121.0"
UHE IBITINGA INVERNADA RECREIO;11/07/2023;0;958.28;958.51;958.13;694.68;21.69;13.54;22.66;20.85;14.27;12.84;69.54;61.67;65.79;168.13;3.12;1.04;"121.0"
UHE IBITINGA INVERNADA RECREIO;12/07/2023;0;955.05;955.35;954.9;532.3;21.4;12.4;22.4;20.59;13.08;11.91;65.83;58.5;62.21;186.33;4.42;1.43;"120.0"
UHE IBITINGA INVERNADA RECREIO;13/07/2023;0;954.94;955.17;954.49;689.13;21.16;10.71;22.02;20.48;11.6;9.92;57.88;49.71;53.88;259.42;6.44;2.23;"123.0"
UHE IBITINGA INVERNADA RECREIO;14/07/2023;0;960.86;961.05;960.54;770.7;14.55;7.89;15.3;13.98;8.57;7.41;70.83;64.17;67.38;218.54;4.65;1.45;"123.0"
UHE IBITINGA INVERNADA RECREIO;15/07/2023;0;961.23;961.5;960.97;768.85;13.52;6.55;14.41;12.48;7.19;5.61;72.25;64.46;68.71;157.54;2.71;0.61;"122.0"
UHE IBITINGA INVERNADA RECREIO;16/07/2023;0;960.43;960.69;960.18;607.33;16.48;9.56;17.33;15.51;10.22;8.96;72.08;64.13;68.17;143.71;2.8;0.84;"122.0"
UHE IBITINGA INVERNADA RECREIO;17/07/2023;0;960.61;960.8;960.4;424.39;19.92;12.88;20.6;19.14;13.42;12.38;69.21;62.08;65.46;162.13;2.72;0.95;"122.0"
UHE IBITINGA INVERNADA RECREIO;18/07/2023;0;962.68;962.85;962.34;697.22;20.91;15.02;21.68;20.28;15.47;14.59;74;67.63;71.04;151.58;3.52;1.21;"121.0"
UHE IBITINGA INVERNADA RECREIO;19/07/2023;0;966.78;966.98;966.5;643.97;18.43;13.8;19.08;17.75;14.1;13.48;78.75;73.88;76.33;151.63;5.9;2.42;"120.0"
UHE IBITINGA INVERNADA RECREIO;20/07/2023;0;967.63;967.92;967.39;723.75;19.21;13.55;19.97;18.48;13.97;13.25;76.54;70.63;73.42;142.42;5.43;2.1;"121.0"
UHE IBITINGA INVERNADA RECREIO;21/07/2023;0;966.76;967;966.59;713.88;19.7;13.53;20.45;19;14.06;13.19;74.96;69.13;71.88;121.08;3.88;1.56;"120.0"
UHE IBITINGA INVERNADA RECREIO;22/07/2023;0;965.23;965.45;965.04;724.59;19.65;12.83;20.54;18.78;13.47;12.33;72.46;65.54;68.83;111.25;3.78;1.42;"120.0"
UHE IBITINGA INVERNADA RECREIO;23/07/2023;0;965.37;965.53;965.15;668.88;20.7;12;21.35;19.85;12.54;11.35;64.08;57.58;60.67;126.83;3.36;1.13;"121.0"
UHE IBITINGA INVERNADA RECREIO;24/07/2023;0;964.86;965.13;964.71;723.92;20.31;11.95;21.34;19.5;12.67;11.28;68.17;60.38;64.5;152;2.63;0.67;"118.0"
UHE IBITINGA INVERNADA RECREIO;25/07/2023;0;961.95;962.23;961.8;594.72;20.21;12.45;21.01;19.31;13.04;11.85;67.5;59.75;63.33;138.96;2.5;0.77;"115.0"
UHE IBITINGA INVERNADA RECREIO;26/07/2023;0;960.6;960.81;960.36;654.72;21.11;12.92;21.97;20.2;13.5;12.3;68.79;60.96;64.83;190.54;2.74;0.76;"116.0"
UHE IBITINGA INVERNADA RECREIO;27/07/2023;0;961.61;961.77;961.42;714.04;21.75;11.62;22.69;20.79;12.35;11.02;61.63;53.92;57.63;119.29;3.18;1.03;"118.0"
UHE IBITINGA INVERNADA RECREIO;28/07/2023;0;963.13;963.34;962.83;717.5;20.83;13.4;21.86;19.9;14.17;12.5;72.71;63.75;68.79;181.83;3.92;1.28;"119.0"
UHE IBITINGA INVERNADA RECREIO;29/07/2023;0;963.51;963.75;963.25;737.18;19.93;14.53;20.68;19.27;14.97;14.24;76.38;70.33;73.33;155.71;4.67;1.8;"118.0"
UHE IBITINGA INVERNADA RECREIO;30/07/2023;0;964.8;965.03;964.58;748.03;17.57;12.03;18.33;16.87;12.34;11.68;75.38;70.33;72.92;164.96;5.46;1.91;"118.0"
UHE IBITINGA INVERNADA RECREIO;31/07/2023;0;964.94;965.19;964.68;701.5;17.93;12.29;18.7;17.1;12.93;11.8;77.42;71.13;74;184.04;2.73;0.88;"115.0"
UHE IBITINGA INVERNADA RECREIO;01/08/2023;0;963.98;964.26;963.73;764.09;18.62;12.15;19.69;17.65;12.81;11.29;74.63;66.96;71.21;147.67;2.56;0.77;"114.0"
UHE IBITINGA INVERNADA RECREIO;02/08/2023;0;963.1;963.32;962.92;747.22;20.75;12.46;21.59;19.7;13.08;11.93;69.21;62.46;65.42;172.25;2.73;1.04;"114.0"
UHE IBITINGA INVERNADA RECREIO;03/08/2023;0;961.91;962.12;961.74;752.41;21.3;11.8;22.38;20.32;12.57;11.08;64.38;56.29;60.33;172;2.9;0.9;"116.0"
UHE IBITINGA INVERNADA RECREIO;04/08/2023;0;960.96;961.18;960.74;757.98;20.95;10.95;22.02;19.88;11.76;10.31;63.54;54.63;58.71;158.13;2.8;0.9;"116.0"
UHE IBITINGA INVERNADA RECREIO;05/08/2023;0;961.66;961.85;961.44;761.42;20.53;11.02;21.53;19.48;11.69;10.38;64.17;56.63;60.21;160.29;2.63;0.83;"117.0"
UHE IBITINGA INVERNADA RECREIO;06/08/2023;0;961.31;961.56;961.09;759.13;21.66;10.47;22.62;20.64;11.2;9.91;59.75;52.17;55.54;117.63;3.2;1.14;"114.0"
UHE IBITINGA INVERNADA RECREIO;07/08/2023;0;961.33;961.56;961.06;749.73;23.03;9.57;24.09;22.04;10.37;9.02;52.67;45.17;48.46;196.38;3.81;1.34;"112.0"
UHE IBITINGA INVERNADA RECREIO;08/08/2023;0;962.94;963.1;962.68;757.95;20.96;13.84;22.02;20.26;14.15;13.25;69.17;61.88;66.46;147.92;6.55;2.62;"111.0"
UHE IBITINGA INVERNADA RECREIO;09/08/2023;0;961.76;962.08;961.57;664.17;21.52;14.1;22.33;20.7;14.64;13.66;70.83;64.54;67.58;161;5.59;2.01;"110.0"
UHE IBITINGA INVERNADA RECREIO;10/08/2023;0;959.11;959.4;958.91;748.91;22.85;13.34;23.52;22.01;13.89;13.03;65.38;59.67;61.88;120.5;4.66;2.02;"112.0"
UHE IBITINGA INVERNADA RECREIO;11/08/2023;0;958.93;959.19;958.58;762.35;25.02;12.28;26.05;24.26;12.69;11.85;50.88;45.21;48.33;104.38;6.29;2.3;"114.0"
UHE IBITINGA INVERNADA RECREIO;12/08/2023;0;959.83;960.1;959.52;773.76;22.66;13.35;23.62;21.7;14.08;12.7;64.88;57.29;61.21;165.88;5.29;1.6;"112.0"
UHE IBITINGA INVERNADA RECREIO;13/08/2023;0;961.05;961.34;960.68;692.71;20.92;14.94;21.59;20.27;15.3;14.7;73.38;67.92;70.67;156.96;6.01;2.45;"110.0"
UHE IBITINGA INVERNADA RECREIO;14/08/2023;0;961.7;961.98;961.49;542.79;19.41;13.86;20;18.72;14.14;13.53;74.88;70.25;72.38;168.38;5.06;2.02;"109.0"
UHE IBITINGA INVERNADA RECREIO;15/08/2023;0;961.29;961.59;961.01;693.05;21.94;15.45;22.61;21.13;15.92;14.9;73.38;67.25;70.21;168.29;3.43;1.32;"109.0"
UHE IBITINGA INVERNADA RECREIO;16/08/2023;0;961.6;961.83;961.36;632.3;23.61;14.8;24.33;22.79;15.26;14.3;65.42;58.75;61.88;104.42;4.02;1.29;"110.0"
UHE IBITINGA INVERNADA RECREIO;17/08/2023;0;959.92;960.25;959.76;756.92;23.45;13.13;24.26;22.54;13.71;12.77;59.83;53.83;56.38;110.63;3.84;1.46;"111.0"
UHE IBITINGA INVERNADA RECREIO;18/08/2023;0;955.41;955.75;955.32;747.93;23.7;12.19;24.6;22.68;12.64;11.76;56.25;49.92;52.83;190.42;4.69;1.64;"112.0"
UHE IBITINGA INVERNADA RECREIO;19/08/2023;0.2;954.95;955.28;954.41;346.87;20.57;13.66;21.47;20.03;14.23;13.1;69.21;61.17;65.75;191.25;6.18;2.24;"111.0"
UHE IBITINGA INVERNADA RECREIO;20/08/2023;0;955.79;956.1;955.52;737.85;20.4;12.78;21;19.68;13.29;12.36;70.5;64.79;67.21;187.29;3.68;1.2;"110.0"
UHE IBITINGA INVERNADA RECREIO;21/08/2023;0;956.21;956.57;955.83;843.74;21.91;13.4;22.65;21.07;14.08;12.81;66.5;60;63.04;201.29;4.19;1.42;"108.0"
UHE IBITINGA INVERNADA RECREIO;22/08/2023;0;955.03;955.28;954.85;844.26;22.97;11.84;23.93;22.04;12.38;11.33;58.33;52;55.17;106.42;4.4;1.87;"107.0"
UHE IBITINGA INVERNADA RECREIO;23/08/2023;0;952.85;953.09;952.62;783.48;26.32;11.01;27.41;25.28;11.65;10.5;46.17;39.58;43.04;181.75;5.94;2.15;"106.0"
UHE IBITINGA INVERNADA RECREIO;24/08/2023;0;952.66;952.9;952.39;742.86;26.46;12.27;27.44;25.35;12.88;11.58;46.63;40.04;43.04;251.75;5.16;1.63;"107.0"
UHE IBITINGA INVERNADA RECREIO;25/08/2023;0;953.3;953.57;953.01;804.66;25.26;15.09;26.4;24.41;15.83;14.37;61.92;53.46;58.13;250.67;4.8;1.66;"110.0"
UHE IBITINGA INVERNADA RECREIO;26/08/2023;4.4;956.79;957.15;956.28;254.26;16.86;14.92;17.39;16.6;15.25;14.68;90.04;85.88;88.54;155.63;6.58;2.54;"113.0"
UHE IBITINGA INVERNADA RECREIO;27/08/2023;2.4;960.54;960.83;960.1;159.91;13.72;11.74;14.04;13.53;12.19;11.47;90;86.04;88;159.13;7.88;3.08;"116.0"
UHE IBITINGA INVERNADA RECREIO;28/08/2023;0;961.5;961.8;961.24;763.71;17.11;12.21;17.65;16.45;12.67;11.89;77.79;72.71;74.83;159.88;6.33;2.54;"116.0"
UHE IBITINGA INVERNADA RECREIO;29/08/2023;0.6;961.56;961.88;961.3;466.15;17.33;13.88;17.82;16.78;14.15;13.43;83.42;78.17;81.25;156.29;4.46;1.83;"114.0"
UHE IBITINGA INVERNADA RECREIO;30/08/2023;0;959.2;959.52;958.99;801.93;20.64;14.59;21.25;19.83;15.24;14.14;76.79;70.79;72.83;166.83;3.47;1.15;"111.0"
UHE IBITINGA INVERNADA RECREIO;31/08/2023;4;959.79;960.05;959.38;648.92;21.08;14.5;21.81;20.41;15.03;14.09;72.13;65.25;68.71;168.08;3.31;1.27;"112.0"
UHE IBITINGA INVERNADA RECREIO;01/09/2023;0;959.14;959.47;958.95;890.13;22.37;12.38;23.24;21.4;13.1;11.73;60.5;53.08;56.46;145.79;3.95;1.33;"112.0"
UHE IBITINGA INVERNADA RECREIO;02/09/2023;0;956.32;956.57;956.08;862.16;26.01;16.3;26.72;25.1;16.62;15.87;61.25;55.38;58.25;185;6.14;2.13;"111.0"
UHE IBITINGA INVERNADA RECREIO;03/09/2023;0.2;957.34;957.61;957.04;838.48;26.82;19.01;27.57;25.98;19.34;18.55;68.67;62.5;65.67;183.33;6.23;2.16;"110.0"
UHE IBITINGA INVERNADA RECREIO;04/09/2023;0;956.99;957.29;956.67;655.33;27.27;18.71;28.03;26.5;19.17;18.27;65.63;59.25;62.42;217.67;4.76;1.5;"108.0"
UHE IBITINGA INVERNADA RECREIO;05/09/2023;11;959.8;960;959.33;687.98;24.92;20.23;25.65;24.42;20.63;19.78;79.71;73.88;77.38;144.29;4.25;1.36;"105.0"
UHE IBITINGA INVERNADA RECREIO;06/09/2023;0;962.6;962.84;962.33;899.98;22.06;16.19;22.78;21.52;16.73;15.95;73.46;69.21;71;149.58;8.1;3.53;"108.0"
UHE IBITINGA INVERNADA RECREIO;07/09/2023;0;961.89;962.19;961.7;943.7;22.75;14.67;23.5;22.03;15.13;14.35;67.33;61.83;64.42;112.17;6.75;2.83;"109.0"
UHE IBITINGA INVERNADA RECREIO;08/09/2023;0;958.56;958.87;958.36;974.36;24.58;12.61;25.31;23.73;13.18;12.34;54.17;49.46;51.38;127.29;6.08;2.25;"109.0"
UHE IBITINGA INVERNADA RECREIO;09/09/2023;0;960.82;961.02;960.39;497.89;22.48;14.44;23.31;22.07;14.9;13.82;63.63;57.33;61.38;164.71;5.99;2.13;"108.0"
UHE IBITINGA INVERNADA RECREIO;10/09/2023;0;960.74;961.05;960.45;687.2;22.3;14.36;22.91;21.51;14.87;13.8;68.88;62.42;65.25;131.38;3.54;1.13;"104.0"
UHE IBITINGA INVERNADA RECREIO;11/09/2023;0;959.03;959.33;958.83;992.26;24.07;13.7;25.03;23.19;14.4;13.12;63.13;55.63;59.29;113.21;3.63;1.38;"103.0"
UHE IBITINGA INVERNADA RECREIO;12/09/2023;0;957.75;958.03;957.5;1000.39;26.22;9.64;27.08;25.28;10.44;9.11;41.29;36.29;38.38;81.63;5.38;2.07;"102.0"
UHE IBITINGA INVERNADA RECREIO;13/09/2023;0;954.95;955.29;954.75;935.37;26.83;10.26;27.67;25.75;10.7;9.69;41.71;36.33;39;198.75;6.09;2.24;"102.0"
UHE IBITINGA INVERNADA RECREIO;14/09/2023;4.2;958.8;959.01;958.17;161.52;19.42;16.32;20.2;19.23;16.65;15.83;84.13;79.46;83.13;268.42;6.11;2.19;"101.0"
UHE IBITINGA INVERNADA RECREIO;15/09/2023;0.4;960.76;961.11;960.51;928.46;17.66;12.37;18.36;16.81;13.34;11.87;80.67;75.33;77;177.92;3.52;1.21;"104.0"
UHE IBITINGA INVERNADA RECREIO;16/09/2023;0;958.65;958.96;958.45;1029.97;21.25;11.59;22.06;20.06;12.29;10.73;64.83;57.33;60.75;179.54;3.62;1.41;"107.0"
UHE IBITINGA INVERNADA RECREIO;17/09/2023;0;958.03;958.28;957.79;842.94;25.42;12.89;26.43;24.17;13.81;12.06;55.33;47;50.96;121.29;3.81;1.34;"107.0"
UHE IBITINGA INVERNADA RECREIO;18/09/2023;1.8;958.88;959.2;958.47;787.79;26.67;16.7;27.96;25.68;17.57;15.69;63.17;51.63;57.75;137.25;5.66;1.87;"107.0"
UHE IBITINGA INVERNADA RECREIO;19/09/2023;0.6;957.89;958.25;957.6;982.66;26.89;16.46;27.73;26.08;17.26;15.48;63.13;54.5;59.04;167.88;3.97;1.1;"103.0"
UHE IBITINGA INVERNADA RECREIO;20/09/2023;0;957.78;958.02;957.53;1001.78;27.45;14.73;28.33;26.5;15.53;14.05;55.46;47.67;51.21;149.75;5.27;1.96;"103.0"
UHE IBITINGA INVERNADA RECREIO;21/09/2023;0;956.53;956.81;956.29;985.73;27.5;14.67;28.38;26.44;15.35;14.18;54.92;47.96;51.04;168.25;4.1;1.43;"104.0"
UHE IBITINGA INVERNADA RECREIO;22/09/2023;0;955.42;955.67;955.19;1010.22;28.45;14.71;29.59;27.4;15.48;14;51.71;43.5;47.67;200.67;4.57;1.6;"104.0"
UHE IBITINGA INVERNADA RECREIO;23/09/2023;0;955.09;955.36;954.81;1012.34;29.38;16.46;30.31;28.48;17.07;15.68;53.75;46.79;50.54;187.38;5.15;1.72;"102.0"
UHE IBITINGA INVERNADA RECREIO;24/09/2023;0;953.97;954.24;953.78;1011.99;30.15;14.82;30.93;29.23;15.72;14.22;47.71;41.88;44.17;173.17;3.99;1.2;"98.0"
UHE IBITINGA INVERNADA RECREIO;25/09/2023;0;953.2;953.51;952.93;960.6;30;14.49;31.27;28.81;15.33;13.41;47.58;38.5;43.04;194.17;3.67;1.22;"97.0"
UHE IBITINGA INVERNADA RECREIO;26/09/2023;0;951.71;952.05;951.47;969.75;29.02;17.43;29.92;28.05;18;17.04;58.92;52.71;55.5;211.42;5.4;1.93;"97.0"
UHE IBITINGA INVERNADA RECREIO;27/09/2023;2.4;950.68;950.99;950.33;823.36;30.7;18.88;31.57;29.91;19.51;18.16;57.04;49.54;53.71;218.33;6.82;2.6;"97.0"
UHE IBITINGA INVERNADA RECREIO;25/10/2023;3.2;952.47;952.89;952.2;957.23;25.23;20.55;25.74;24.68;21.14;20.05;81.33;75.13;77.96;237.58;4.82;1.53;"96.0"
UHE IBITINGA INVERNADA RECREIO;26/10/2023;0.2;950.78;951.07;950.36;813.54;25.93;20.77;26.81;25.2;21.28;20.19;78.88;70.54;75.04;250.21;4.2;1.16;"98.0"
UHE IBITINGA INVERNADA RECREIO;27/10/2023;16.4;952.65;953.08;952.16;641.5;23.31;21.7;23.84;22.63;22.15;21.07;93.71;88.75;91.38;109.17;3.78;1.14;"106.0"
UHE IBITINGA INVERNADA RECREIO;28/10/2023;8.2;953.58;953.98;953.25;540.67;23.28;21.58;23.81;22.82;22.04;21.23;93.17;88.42;90.83;132.04;6.49;2.57;"144.0"
UHE IBITINGA INVERNADA RECREIO;29/10/2023;0.2;953.24;953.53;952.88;656.64;24.68;21.9;25.32;24.15;22.27;21.5;88.33;82.58;86.17;151.92;5.5;1.75;"138.0"
UHE IBITINGA INVERNADA RECREIO;30/10/2023;0.4;954.76;955.07;954.49;621.5;25.22;21.83;25.66;24.75;22.4;21.35;86.42;80.83;83.33;170.38;3.87;1.21;"131.0"
UHE IBITINGA INVERNADA RECREIO;31/10/2023;0.2;954.21;954.52;953.88;543.88;23.94;21.13;24.72;23.38;21.82;20.74;89.21;82.13;85.96;150.71;3.18;0.8;"122.0"
UHE IBITINGA INVERNADA RECREIO;02/11/2023;0;954;954.3;953.84;1174.27;24.4;18.59;25.15;23.61;19.24;17.93;76.46;68.67;72.5;167.29;4.93;1.69;"123.0"
UHE IBITINGA INVERNADA RECREIO;03/11/2023;0;951.8;952.25;951.43;998.18;25.4;20.86;26.28;24.55;21.3;20.33;82.75;75.13;79.21;199.13;6.17;2.28;"118.0"
UHE IBITINGA INVERNADA RECREIO;04/11/2023;0;954.39;954.54;954.12;1193.29;23.03;16.4;23.56;22.49;17.43;15.69;75.46;68.46;71.38;253;6.02;2.09;"114.0"
UHE IBITINGA INVERNADA RECREIO;05/11/2023;0;956.33;956.53;956.07;1344.8;22.06;12.3;23.02;21.07;13.33;11.18;64.25;53.71;59.25;182.33;4.1;1.32;"110.0"
UHE IBITINGA INVERNADA RECREIO;06/11/2023;0;958.24;958.47;957.97;1326.9;22.22;13.32;23.09;21.23;14.17;12.34;64.88;56.67;60.96;162.42;6.13;2.13;"107.0"
UHE IBITINGA INVERNADA RECREIO;07/11/2023;0;957.88;958.18;957.62;1268.33;23.99;14.85;24.85;22.96;15.68;14.22;65.38;57.96;61.29;152.25;5.92;2.1;"104.0"
UHE IBITINGA INVERNADA RECREIO;08/11/2023;0;957.03;957.34;956.76;1196.8;26.5;15.9;27.4;25.49;16.8;14.93;60.58;51.58;55.67;152.88;4.6;1.6;"101.0"
UHE IBITINGA INVERNADA RECREIO;09/11/2023;0;956.11;956.38;955.83;1010.3;28.02;19.63;29.07;27.25;20.21;18.95;65.67;57.83;62.42;187.58;4.63;1.66;"99.0"
UHE IBITINGA INVERNADA RECREIO;10/11/2023;0;956.1;956.45;955.83;1132.25;27.72;18.65;28.56;26.69;19.38;18;66.88;59.04;62.63;145.25;4.85;1.62;"104.0"
UHE IBITINGA INVERNADA RECREIO;11/11/2023;0;954.14;954.43;953.94;1244.02;29.35;16.47;30;28.44;17.63;15.8;59.04;51.75;54.63;206.63;4.74;1.57;"107.0"
UHE IBITINGA INVERNADA RECREIO;12/11/2023;0;953;953.24;952.75;1241.79;30.27;13.46;31.44;29.14;14.6;12.18;45.42;36.71;40.96;180.04;4.41;1.48;"107.0"
UHE IBITINGA INVERNADA RECREIO;13/11/2023;0;952.7;953.01;952.38;1225.33;30.75;14.94;31.76;29.63;15.85;13.7;46.33;37.92;42.08;223.42;4.43;1.47;"104.0"
UHE IBITINGA INVERNADA RECREIO;14/11/2023;0;952.34;952.72;951.99;1023.17;30.29;18.95;31.31;29.39;19.67;18.17;57.13;49.67;53.46;239.08;5.37;1.55;"98.0"
UHE IBITINGA INVERNADA RECREIO;15/11/2023;0.2;953.45;953.8;953;1132.88;28.83;18.7;30.09;28.01;19.56;18.04;63.92;55.08;59.83;188.04;6.85;2.13;"95.0"
UHE IBITINGA INVERNADA RECREIO;16/11/2023;0;952.55;952.9;952.33;1080.32;28.18;17.57;28.69;27.35;18.13;17.06;62.25;56.67;58.71;197;5.31;1.93;"93.0"
UHE IBITINGA INVERNADA RECREIO;17/11/2023;0;950.84;951.15;950.56;1175.41;31.19;17.68;32.05;30.28;18.42;16.92;52.04;45.29;48.83;224.96;3.95;1.32;"95.0"
UHE IBITINGA INVERNADA RECREIO;18/11/2023;0.4;951.3;951.57;950.97;1131.02;31.25;19.41;32.34;30.33;20.06;18.65;54.46;46.25;50.75;286.33;7.45;2.43;"94.0"
UHE IBITINGA INVERNADA RECREIO;19/11/2023;50.6;954.17;954.49;953.6;765.83;26.36;20.94;27.6;25.48;21.54;20.28;78.92;69.88;75.21;154;7.01;2.07;"97.0"
UHE IBITINGA INVERNADA RECREIO;20/11/2023;0.2;955.87;956.24;955.58;878.62;23.99;20.9;24.54;23.35;21.39;20.34;88;82.83;85.17;160.42;3.38;0.89;"100.0"
UHE IBITINGA INVERNADA RECREIO;21/11/2023;0;954.32;954.62;954.12;1138.11;26.5;20.63;27.21;25.7;21.42;20.12;77.63;70.79;73.96;208.54;4.71;1.6;"106.0"
UHE IBITINGA INVERNADA RECREIO;22/11/2023;0;953.23;953.53;952.83;974.41;27.14;21.46;27.87;26.35;22.1;20.85;77.92;70.04;73.83;185.75;4.76;1.75;"113.0"
UHE IBITINGA INVERNADA RECREIO;23/11/2023;6;956.05;956.28;955.59;639.39;24.45;21.63;25.22;23.93;22.11;21.1;88;81.63;85.54;164.42;4.84;1.54;"115.0"
UHE IBITINGA INVERNADA RECREIO;24/11/2023;3;959.22;959.47;958.87;550.03;22.99;20.97;23.41;22.66;21.5;20.71;91.21;87.79;89.13;168.46;5.35;1.85;"144.0"
UHE IBITINGA INVERNADA RECREIO;25/11/2023;0;959.37;959.72;959.15;1174.45;22.03;16.5;22.78;21.37;17.21;15.96;75.46;69;72.25;164.42;6.23;2.37;"147.0"
UHE IBITINGA INVERNADA RECREIO;26/11/2023;0.2;957.93;958.23;957.62;1226.23;23;17.71;23.65;22.25;18.28;17.1;78.33;72.04;74.79;171.58;5.76;2.05;"146.0"
UHE IBITINGA INVERNADA RECREIO;27/11/2023;0.2;958.45;958.74;958.13;600.27;23.79;20.15;24.53;23.2;20.71;19.68;84.5;78;81.5;207.42;4.29;1.35;"121.0"
UHE IBITINGA INVERNADA RECREIO;28/11/2023;0;956.55;957;956.31;739.4;25.08;20.99;26.03;24.28;21.96;20.44;86.5;76.92;81.29;184.96;4.49;1.41;"116.0"
UHE IBITINGA INVERNADA RECREIO;29/11/2023;0.2;955.72;956.05;955.32;669.49;22.94;21.48;23.6;22.49;22.01;21.02;94.38;89.5;92.38;82.67;5.41;1.87;"135.0"
UHE IBITINGA INVERNADA RECREIO;30/11/2023;0;955.56;955.93;955.21;1191.49;25.11;21.46;25.69;24.36;22;20.83;85.67;79.63;82.58;220.67;3.93;1.23;"143.0"
UHE IBITINGA INVERNADA RECREIO;01/12/2023;0.2;955.23;955.55;954.96;1096.51;27.36;21.5;28.2;26.44;22.49;20.56;78.42;69;73.17;179.04;3.39;0.83;"143.0"
UHE IBITINGA INVERNADA RECREIO;02/12/2023;0;953.85;954.14;953.6;1216.79;28.63;20.5;29.53;27.71;21.43;19.38;70.46;59.88;65.54;174.67;3.26;0.91;"130.0"
UHE IBITINGA INVERNADA RECREIO;03/12/2023;0;952.96;953.28;952.7;1299.36;29.28;20.46;30.03;28.39;21.55;19.54;68;58.38;62.38;276.13;4.21;1.43;"130.0"
UHE IBITINGA INVERNADA RECREIO;04/12/2023;0.2;954.82;955.22;954.29;1159.25;26.94;21.65;28.01;25.99;22.24;20.57;79.13;69.38;75.33;253.88;5.3;1.87;"118.0"
UHE IBITINGA INVERNADA RECREIO;05/12/2023;0;957.87;958.2;957.52;851.28;25.3;22.13;26.16;24.65;22.87;21.34;88.42;78.46;84.08;164.08;3.99;1.13;"112.0"
UHE IBITINGA INVERNADA RECREIO;06/12/2023;0;957.44;957.81;957.14;1146.82;26.15;21;26.71;25.46;21.94;20.57;81.54;75.63;77.25;163.08;3.74;1.24;"114.0"
UHE IBITINGA INVERNADA RECREIO;07/12/2023;0.2;955.8;956.11;955.41;888.08;26.58;21.28;27.88;25.7;22.1;20.28;79.46;68.38;75.13;136.29;4.66;1.45;"114.0"
UHE IBITINGA INVERNADA RECREIO;08/12/2023;0;956.7;957.09;956.35;1147.03;25.69;21.22;26.44;25.05;21.93;20.5;82.79;75.04;78.83;150.33;4.29;1.25;"113.0"
UHE IBITINGA INVERNADA RECREIO;09/12/2023;0;956.41;956.66;956.16;1322.84;25.62;20.13;26.28;24.95;20.79;19.64;77.08;70.88;73.79;162.25;6.12;2.23;"110.0"
UHE IBITINGA INVERNADA RECREIO;10/12/2023;0;955.28;955.68;954.99;1101.11;25.25;19.4;26.16;24.38;20.17;18.86;76.67;68.63;72.54;179.42;5.58;1.8;"108.0"
UHE IBITINGA INVERNADA RECREIO;11/12/2023;0;954.64;955;954.23;1123.57;25.08;20.1;25.88;24.29;21.02;19.51;82.04;74.71;77.79;213.71;5.46;1.64;"102.0"
UHE IBITINGA INVERNADA RECREIO;12/12/2023;0;957.3;957.51;957.02;1324.08;24.87;19.33;25.66;24.15;19.97;18.65;77;70.04;73.79;158.63;5.7;1.95;"113.0"
UHE IBITINGA INVERNADA RECREIO;13/12/2023;0;956.36;956.66;956.12;1345.06;25;16.94;26;24.13;18.28;16.2;71.46;62.79;66.54;150.33;3.77;1.24;"113.0"
UHE IBITINGA INVERNADA RECREIO;14/12/2023;0;954.68;954.94;954.47;1331.46;27.16;17.46;28.15;26.08;18.8;16.15;67.29;56.71;61.75;167.29;3.48;1.05;"113.0"
UHE IBITINGA INVERNADA RECREIO;15/12/2023;0;954.85;955.09;954.54;1268.86;28.91;17.83;29.9;27.9;18.96;16.6;59.5;49.17;54.33;145.79;3.83;1.24;"110.0"
