prefix;date;station_name;value;value_flu;read_value_flu;transmission_type_name;qtd_measurements;max_value
62752000;2022-10-06 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.526.041.666.666.660;9.526.041.666.666.660;70.112.499.999.999.900;WEBSERVICE;96;98.0
62752000;2022-10-07 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.909.375;9.909.375;7.867.916.666.666.660;WEBSERVICE;96;104.0
62752000;2022-10-08 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.966.666.666.666.600;10.966.666.666.666.600;10.466.041.666.666.600;WEBSERVICE;96;113.0
62752000;2022-10-09 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.610.416.666.666.600;10.610.416.666.666.600;9.538.854.166.666.660;WEBSERVICE;96;111.0
62752000;2022-10-10 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.264.583.333.333.300;10.264.583.333.333.300;8.684.999.999.999.980;WEBSERVICE;96;104.0
62752000;2022-10-11 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.772.916.666.666.600;10.772.916.666.666.600;9.955.312.499.999.990;WEBSERVICE;96;112.0
62752000;2022-10-12 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.176.041.666.666.600;10.176.041.666.666.600;8.472.499.999.999.980;WEBSERVICE;96;103.0
62752000;2022-10-13 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.021.875;10.021.875;8.110.520.833.333.310;WEBSERVICE;96;102.0
62752000;2022-10-14 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.666.666.666.666.660;9.666.666.666.666.660;7.317.499.999.999.990;WEBSERVICE;96;100.0
62752000;2022-10-15 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.422.916.666.666.660;9.422.916.666.666.660;6.788.125.000.000.010;WEBSERVICE;96;95.0
62752000;2022-10-16 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.265.625;9.265.625;6.466.041.666.666.670;WEBSERVICE;96;95.0
62752000;2022-10-17 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;92.375;92.375;6.408.645.833.333.330;WEBSERVICE;96;94.0
62752000;2022-10-18 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.270.833.333.333.330;9.270.833.333.333.330;64.765.625.000.000.100;WEBSERVICE;96;94.0
62752000;2022-10-19 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.279.166.666.666.660;9.279.166.666.666.660;6.496.041.666.666.660;WEBSERVICE;96;96.0
62752000;2022-10-20 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;980.625;980.625;7.631.979.166.666.670;WEBSERVICE;96;102.0
62752000;2022-10-21 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.286.458.333.333.300;10.286.458.333.333.300;8.738.124.999.999.990;WEBSERVICE;96;105.0
62752000;2022-10-22 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.240.625;10.240.625;8.627.499.999.999.980;WEBSERVICE;96;103.0
62752000;2022-10-23 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.959.375;9.959.375;7.966.562.499.999.980;WEBSERVICE;96;101.0
62752000;2022-10-24 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.610.416.666.666.660;9.610.416.666.666.660;719.562.500.000.001;WEBSERVICE;96;99.0
62752000;2022-10-25 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.216.666.666.666.660;9.216.666.666.666.660;6.367.812.499.999.990;WEBSERVICE;96;94.0
